,Customer Name,Project,Worked Date,Task or Ticket Title,Resource Name,Billable Hours,Hourly Billing Rate,Extended Price,Detailed Customer Category
3700,State Transportation,Azure Data Pipeline,2023-05-27 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3701,State Transportation,Azure Data Pipeline,2023-06-02 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3702,State Transportation,Azure Data Pipeline,2023-06-02 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3703,State Transportation,Azure Data Pipeline,2023-06-03 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3704,State Transportation,Azure Data Pipeline,2023-06-04 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3705,State Transportation,Azure Data Pipeline,2023-06-05 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3706,State Transportation,Azure Data Pipeline,2023-06-09 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3707,State Transportation,Azure Data Pipeline,2023-06-09 00:00:00,Data Management Consultant,Contractor,1.5,187.5,281.25,Government/Municipality
3708,State Transportation,Azure Data Pipeline,2023-06-16 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3709,State Transportation,Azure Data Pipeline,2023-06-16 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3710,State Transportation,Azure Data Pipeline,2023-06-19 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3711,State Transportation,Azure Data Pipeline,2023-06-20 00:00:00,Data Management Consultant,Contractor,4,187.5,750,Government/Municipality
3712,State Transportation,Azure Data Pipeline,2023-06-23 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3713,State Transportation,Azure Data Pipeline,2023-06-23 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3714,State Transportation,Azure Data Pipeline,2023-06-24 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3715,State Transportation,Azure Data Pipeline,2023-06-25 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3716,State Transportation,Azure Data Pipeline,2023-06-26 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3717,State Transportation,Azure Data Pipeline,2023-06-29 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3718,State Transportation,Azure Data Pipeline,2023-06-30 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3719,State Transportation,Azure Data Pipeline,2023-07-03 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3720,State Transportation,Azure Data Pipeline,2023-07-04 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3721,State Transportation,Azure Data Pipeline,2023-07-05 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3722,State Transportation,Azure Data Pipeline,2023-07-07 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3723,State Transportation,Azure Data Pipeline,2023-07-12 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3724,State Transportation,Azure Data Pipeline,2023-07-13 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3725,State Transportation,Azure Data Pipeline,2023-07-14 00:00:00,Data Management Consultant,Contractor,0.25,187.5,46.88,Government/Municipality
3726,State Transportation,Azure Data Pipeline,2023-07-14 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3727,State Transportation,Azure Data Pipeline,2023-07-18 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3728,State Transportation,Azure Data Pipeline,2023-07-19 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3729,State Transportation,Azure Data Pipeline,2023-07-20 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3730,State Transportation,Azure Data Pipeline,2023-07-21 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3731,State Transportation,Azure Data Pipeline,2023-07-21 00:00:00,PM,BG,1.25,150,187.5,Government/Municipality
3732,State Transportation,Azure Data Pipeline,2023-07-23 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3733,State Transportation,Azure Data Pipeline,2023-07-24 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3734,State Transportation,Azure Data Pipeline,2023-07-25 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3735,State Transportation,Azure Data Pipeline,2023-07-26 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3736,State Transportation,Azure Data Pipeline,2023-07-28 00:00:00,Data Management Consultant,Contractor,0.25,187.5,46.88,Government/Municipality
3737,State Transportation,Azure Data Pipeline,2023-07-28 00:00:00,PM,BG,1,150,150,Government/Municipality
3738,State Transportation,Azure Data Pipeline,2023-07-30 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3739,State Transportation,Azure Data Pipeline,2023-07-31 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3740,State Transportation,Azure Data Pipeline,2023-08-02 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3741,State Transportation,Azure Data Pipeline,2023-08-04 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3742,State Transportation,Azure Data Pipeline,2023-08-04 00:00:00,PM,BG,1,150,150,Government/Municipality
3743,State Transportation,Azure Data Pipeline,2023-08-05 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3744,State Transportation,Azure Data Pipeline,2023-08-08 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3745,State Transportation,Azure Data Pipeline,2023-08-09 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3746,State Transportation,Azure Data Pipeline,2023-08-10 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3747,State Transportation,Azure Data Pipeline,2023-08-11 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3748,State Transportation,Azure Data Pipeline,2023-08-11 00:00:00,PM,BG,1,150,150,Government/Municipality
3749,State Transportation,Azure Data Pipeline,2023-08-12 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3750,State Transportation,Azure Data Pipeline,2023-08-16 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3751,State Transportation,Azure Data Pipeline,2023-08-18 00:00:00,PM,BG,1,150,150,Government/Municipality
3752,State Transportation,Azure Data Pipeline,2023-08-22 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3753,State Transportation,Azure Data Pipeline,2023-08-25 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3754,State Transportation,Azure Data Pipeline,2023-08-25 00:00:00,PM,BG,1,150,150,Government/Municipality
3755,State Transportation,Azure Data Pipeline,2023-08-29 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3756,State Transportation,Azure Data Pipeline,2023-08-30 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3757,State Transportation,Azure Data Pipeline,2023-08-31 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3758,State Transportation,Intranet Extranet Architect and Implementation,2023-09-05 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3759,State Transportation,Azure Data Pipeline,2023-09-06 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3760,State Transportation,Intranet Extranet Architect and Implementation,2023-09-06 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3761,State Transportation,Azure Data Pipeline,2023-09-07 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3762,State Transportation,Azure Data Pipeline,2023-09-08 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3763,State Transportation,Azure Data Pipeline,2023-09-08 00:00:00,PM,BG,1,150,150,Government/Municipality
3764,State Transportation,Intranet Extranet Architect and Implementation,2023-09-08 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3765,State Transportation,Intranet Extranet Architect and Implementation,2023-09-11 00:00:00,Discovery (internal),GO,1,200,200,Government/Municipality
3766,State Transportation,Intranet Extranet Architect and Implementation,2023-09-14 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3767,State Transportation,Azure Data Pipeline,2023-09-15 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3768,State Transportation,Azure Data Pipeline,2023-09-15 00:00:00,PM,BG,1,150,150,Government/Municipality
3769,State Transportation,Intranet Extranet Architect and Implementation,2023-09-15 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3770,State Transportation,Intranet Extranet Architect and Implementation,2023-09-18 00:00:00,Discovery (internal),GO,1.5,200,300,Government/Municipality
3771,State Transportation,Azure Data Pipeline,2023-09-21 00:00:00,Data Management Consultant,Contractor,3,187.5,562.5,Government/Municipality
3772,State Transportation,Azure Data Pipeline,2023-09-21 00:00:00,PM,BG,1,150,150,Government/Municipality
3773,State Transportation,Azure Data Pipeline,2023-09-22 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3774,State Transportation,Azure Data Pipeline,2023-09-22 00:00:00,PM,BG,1.5,150,225,Government/Municipality
3775,State Transportation,Azure Data Pipeline,2023-09-25 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3776,State Transportation,Azure Data Pipeline,2023-09-26 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3777,State Transportation,Intranet Extranet Architect and Implementation,2023-09-26 00:00:00,PM,BG,1,162.5,162.5,Government/Municipality
3778,State Transportation,Intranet Extranet Architect and Implementation,2023-09-26 00:00:00,Discovery (internal),GO,3,200,600,Government/Municipality
3779,State Transportation,Azure Data Pipeline,2023-09-27 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3780,State Transportation,Intranet Extranet Architect and Implementation,2023-09-28 00:00:00,PM,BG,1,162.5,162.5,Government/Municipality
3781,State Transportation,Intranet Extranet Architect and Implementation,2023-09-28 00:00:00,Discovery (internal),GO,0.5,200,100,Government/Municipality
3782,State Transportation,Azure Data Pipeline,2023-09-29 00:00:00,PM,BG,1,150,150,Government/Municipality
3783,State Transportation,Intranet Extranet Architect and Implementation,2023-10-02 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3784,State Transportation,Intranet Extranet Architect and Implementation,2023-10-03 00:00:00,Planning/Design (int),GO,2,200,400,Government/Municipality
3785,State Transportation,Intranet Extranet Architect and Implementation,2023-10-03 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3786,State Transportation,Intranet Extranet Architect and Implementation,2023-10-04 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3787,State Transportation,Intranet Extranet Architect and Implementation,2023-10-05 00:00:00,Planning/Design (int),GO,1,200,200,Government/Municipality
3788,State Transportation,Intranet Extranet Architect and Implementation,2023-10-05 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3789,State Transportation,Azure Data Pipeline,2023-10-06 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3790,State Transportation,Intranet Extranet Architect and Implementation,2023-10-06 00:00:00,PM,BG,1,162.5,162.5,Government/Municipality
3791,State Transportation,Azure Data Pipeline,2023-10-06 00:00:00,PM,BG,1,150,150,Government/Municipality
3792,State Transportation,Intranet Extranet Architect and Implementation,2023-10-09 00:00:00,Discovery (internal),GO,3,200,600,Government/Municipality
3793,State Transportation,Intranet Extranet Architect and Implementation,2023-10-09 00:00:00,PM,BG,10,162.5,1625,Government/Municipality
3794,State Transportation,Intranet Extranet Architect and Implementation,2023-10-10 00:00:00,Discovery (internal),GO,4,200,800,Government/Municipality
3795,State Transportation,Azure Data Pipeline,2023-10-10 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3796,State Transportation,Intranet Extranet Architect and Implementation,2023-10-10 00:00:00,PM,BG,6,162.5,975,Government/Municipality
3797,State Transportation,Intranet Extranet Architect and Implementation,2023-10-11 00:00:00,Discovery (internal),GO,3.5,200,700,Government/Municipality
3798,State Transportation,Azure Data Pipeline,2023-10-11 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3799,State Transportation,Intranet Extranet Architect and Implementation,2023-10-11 00:00:00,PM,BG,5,162.5,812.5,Government/Municipality
3800,State Transportation,Intranet Extranet Architect and Implementation,2023-10-12 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3801,State Transportation,Intranet Extranet Architect and Implementation,2023-10-13 00:00:00,Discovery (internal),GO,2,200,400,Government/Municipality
3802,State Transportation,Azure Data Pipeline,2023-10-13 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3803,State Transportation,Intranet Extranet Architect and Implementation,2023-10-13 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3804,State Transportation,Azure Data Pipeline,2023-10-13 00:00:00,PM,BG,1,150,150,Government/Municipality
3805,State Transportation,Azure Data Pipeline,2023-10-14 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3806,State Transportation,Intranet Extranet Architect and Implementation,2023-10-16 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3807,State Transportation,Intranet Extranet Architect and Implementation,2023-10-17 00:00:00,PM,BG,3,162.5,487.5,Government/Municipality
3808,State Transportation,Intranet Extranet Architect and Implementation,2023-10-18 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3809,State Transportation,Azure Data Pipeline,2023-10-19 00:00:00,Data Management Consultant,Contractor,1,187.5,187.5,Government/Municipality
3810,State Transportation,Intranet Extranet Architect and Implementation,2023-10-19 00:00:00,PM,BG,2,162.5,325,Government/Municipality
3811,State Transportation,Azure Data Pipeline,2023-10-20 00:00:00,Data Management Consultant,Contractor,0.5,187.5,93.75,Government/Municipality
3812,State Transportation,Intranet Extranet Architect and Implementation,2023-10-20 00:00:00,PM,BG,3,162.5,487.5,Government/Municipality
3813,State Transportation,Intranet Extranet Architect and Implementation,2023-10-20 00:00:00,PM,BG,1,162.5,162.5,Government/Municipality
3814,State Transportation,Azure Data Pipeline,2023-10-20 00:00:00,PM,BG,1,150,150,Government/Municipality
3815,State Transportation,Azure Data Pipeline,2023-10-21 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3816,State Transportation,Azure Data Pipeline,2023-10-22 00:00:00,Data Management Consultant,Contractor,2,187.5,375,Government/Municipality
3817,State Transportation,Intranet Extranet Architect and Implementation,2023-10-23 00:00:00,Planning/Design (int),GO,2,200,400,Government/Municipality
3818,State Transportation,Intranet Extranet Architect and Implementation,2023-10-23 00:00:00,PM,BG,3,162.5,487.5,Government/Municipality
3819,State Transportation,Intranet Extranet Architect and Implementation,2023-10-24 00:00:00,Planning/Design (int),GO,3,200,600,Government/Municipality
